id;question;category
1249;How can I establish peering between routers in nondirectly connected autonomous systems for redundancy and confederation configurations?;ROUTING
1252;What are the default peers that Router B uses to advertise SAs to other routers?;SECURITY
1257;How can we filter SA messages sent to the network?;SECURITY
1258;How can we configure the device to filter incoming SA messages based on their origin?;SECURITY
1260;How do I configure a TTL threshold for encapsulated multicast packets in SA messages sent to MSDP peers?;ROUTING
1264;How do I configure the MD5 password authentication for MSDP (Multicast Source Discovery Protocol) on my Cisco router?;SECURITY
1266;How do you enable MSDP peer encryption for secure communication between MSDP peers using MD5 authentication?;SECURITY
1267;How can you adjust the MSDP keepalive and hold-time intervals?;ROUTING
1269;How can you configure MSDP keepalive settings for additional peers in Cisco IOS?;ROUTING
1270;How can we adjust the interval at which MSDP peers wait after peering sessions are reset before attempting to reestablish the peering sessions?;ROUTING
1271;How can we enable compliance with peer-RPF forwarding rules specified in IETF RFC 3618?;SECURITY
1272;What is the minimum set of commands needed to enter the global configuration mode in Cisco IOS?;GENERAL
1274;What is the command used to configure an MSDP peer with another MSDP peer in the mesh group?;ROUTING
1277;How do I enable MSDP SA-Request Filtering on my device?;SECURITY
1279;How can you exit the global configuration mode and return to privileged EXEC mode?;GENERAL
1280;How do you configure the device to originate SA messages for active sources in the PIM-DM domain?;ROUTING
1282;What is the required configuration to enable SNMP and MSDP MIB on a device configured as the MSDP speaker in a domain?;MONITORING
1285;How can we configure PIM to support RP (Rendezvous Point) for connecting PIM Sparse Mode (PIM SM) domains?;ROUTING
1286;How can I configure my Cisco router to build a source-based distribution tree without including the Root-Preference (RP) unless it is within the shortest path between the source and receiver?;ROUTING
1287;When processing an incoming (*, G) Join in a PIM-enabled network, how can we ensure that receiving devices use their own RP if it differs from the one specified in the join message?;ROUTING
1288;What type of PIM configuration is used to compensate for embedded RP in consumer networks that are different from the statically configured RP in the transport network?;ROUTING
1289;How do you configure PIM Allow RP for IP multicast routing on a network device?;ROUTING
1290;How do you enable multicast routing on all interfaces for both IPv4 and IPv6?;ROUTING
1291;How can we enable IPv6 and IPv6 PIM by default on an interface to meet the requirement?;ROUTING
1292;How can you enable PIM (Protocol Independent Multicast) to accept reports from other routers?;ROUTING
1293;How can we configure PIM to allow Rendezvous Point (RP) announcements in an IPv4 network?;ROUTING
1294;What is the minimum configuration required to enable IP Multicast routing with PIM on a Cisco router?;ROUTING
1295;What is the configuration to enable distributed multicast-routing on an upstream router?;ROUTING
1296;What is the configured address for the Rendezvous Point (RP) in PIM, and how do we allow RP configuration on the upstream device?;ROUTING
1297;What is the Router-ID of the OSPF instance configured on the Downstream-router?;ROUTING
1298;What is the primary benefit of configuring Source Specific Multicast (SSM) in IP multicast networks?;ROUTING
1300;What IGMP version and protocol should be used for proper membership report recognition if the operating system supports it?;ROUTING
1302;What is the purpose of PIM-SSM mode in IPv6 multicast networks?;ROUTING
1303;What command can be used on a Cisco router to enable IGMP Version 3 support for Source Specific Multicast (SSM) when all devices involved (Router, Host, and Application) must support SSM?;ROUTING
1304;What protocol versions can be used to signal membership in the multicast host group or (S, G) channel by a system?;ROUTING
1305;How can we implement SSM coexistence with ISM service when using IGMP INCLUDE mode membership reports for channel subscription signaling?;ROUTING
1306;How do we upgrade our network to support Source Specific Multicast (SSM) services without disrupting the existing IP multicast service based on PIM-SM?;ROUTING
1307;How do you enable and configure PIM-SSM mode for groups within the SSM range?;ROUTING
1308;What is the default IGMPv3 operating mode for last-hop routers in multicast groups when hosts signal membership and filter capabilities with respect to sources?;ROUTING
1309;How can we provide Internet broadcast services through Source Specific Multicast (SSM) without requiring unique IP multicast addresses?;ROUTING
1312;What is the command used to enable SSM on a router running IGMPv3?;ROUTING
1313;Question: What command can be used to configure SSM filtering for legacy RP routers that do not support SSM routing?;ROUTING
1314;How can you configure Source Specific Multicast (SSM) filtering for MSDP peers in a router?;ROUTING
1315;How do I implement Source Specific Multicast (SSM) in Cisco IOS XE Release 2.1 and later versions, including the Cisco ASR 903 Router?;ROUTING
1316;How do I configure a Generic Route Encapsulation (GRE) tunnel to tunnel IP multicast packets between non-IP multicast areas?;ROUTING
1318;How can we configure RPF checks and static mroute for handling multicast packets between two routers with a GRE tunnel?;ROUTING
1319;How do you enable and configure an MPLS tunnel for Multicast routing?;ROUTING
1320;How do you configure the tunnel source and destination addresses to match between Router A and Router B?;CONNECTIVITY
1321;How do you configure routers to reverse path forward correctly over the tunnel for multicast traffic?;ROUTING
1323;"What is the purpose of the ""ip mroute"" command used in PIM dense mode to ensure successful RPF checks for multicast source address?";ROUTING
1324;To ensure successful reception of multicast traffic from a source, what configuration command can be used to enable RPF verification for that source?;ROUTING
1325;What command is used to enable IP multicast routing on a Cisco router?;ROUTING
1326;"What is the purpose of the ""ip mroute"" command in this configuration, and how does it ensure a successful RPF (Reverse Path Forwarding) check for packets flowing from the source?";ROUTING
1327;What is required to configure Automatic Multicast Tunneling (AMT) with support for IPv4 transport, IPv4 multicast traffic, and IPv6 multicast traffic?;ROUTING
1328;What are the necessary configurations required to enable Automatic Multicast Tunneling (AMT) across tunnels?;ROUTING
1330;What is the command to set the tunnel source as a loopback interface when enabling Automatic Multicast Tunneling (AMT) on a Cisco relay?;ROUTING
1332;What command can you use to enable Source Specific Multicast (SSM) range for IP multicast addresses?;ROUTING
1333;How can you enable IPv6 PIM in passive mode on a Cisco router?;ROUTING
1334;How can we enable IPv6 PIM passive mode operation on the device interface and configure tunnel source, UDP encapsulation protocol, dynamic tunnel destination address and port, and IPv4 or IPv6 traffic on AMT gateway interface?;ROUTING
1335;What is the command to configure the Source Specific Multicast (SSM) range of IP multicast addresses?;ROUTING
1336;How do you configure IGMP static-group membership on an interface for IP multicast?;ROUTING
1337;How can we configure a Cisco router to join multicast traffic towards an AMT relay when the mroute shows incoming interface as Tunnel and when joined?;ROUTING
1338;How do you configure the Automatic Multicast Tunneling (AMT) relay function on a Cisco router?;ROUTING
1340;What command can be used to enable Automatic Multicast Tunneling (AMT) for both IP and IPv6 in UDP multipoint tunnel mode?;ROUTING
1341;What is the recommended configuration to prevent increased CPU and memory utilization and system-wide negative impact on performance in PIM (Protocol-Independent Multicast)?;ROUTING
1342;How can I enable BFD (Bidirectional Forwarding Detection) PIM (Protocol Independent Multicast) support on an interface?;ROUTING
